name,handedness,height,weight,avg,HR,count
Darrell Porter,Left Handed,72,193,0.247,188,1
Tim Johnson,Left Handed,73,170,0.223,0,1
Fred Stanley,Right Handed,70,165,0.216,10,1
Larry Bowa,Switch Hitter,70,155,0.26,15,1
Tim Corcoran,Left Handed,71,175,0.27,12,1
Jim Spencer,Left Handed,74,195,0.25,146,1
Pete LaCock,Left Handed,74,200,0.257,27,1
Carl Morton,Right Handed,72,200,0.156,7,1
Gary Gray,Right Handed,72,187,0.24,24,1
Matty Alou,Left Handed,69,160,0.307,31,1
Pete Filson,Switch Hitter,74,195,0,0,1
Jim Dwyer,Left Handed,70,165,0.26,77,1
Dalton Jones,Left Handed,73,180,0.235,41,1
Rennie Stennett,Right Handed,71,160,0.274,41,1
Jim Gideon,Right Handed,75,190,0,0,1
Jerry May,Right Handed,74,190,0.234,15,1
Rich McKinney,Right Handed,71,185,0.225,20,1
Clint Hurdle,Left Handed,75,195,0.259,32,1
Mike Andrews,Right Handed,75,195,0.258,66,1
Bobby Clark,Right Handed,72,190,0.239,19,1
Jeff Twitty,Left Handed,74,185,0,0,1
Cliff Johnson,Right Handed,76,215,0.258,196,1
Steve Cummings,Switch Hitter,74,200,0,0,1
Donn Clendenon,Right Handed,76,209,0.274,159,1
Charlie James,Right Handed,73,195,0.255,29,1
Bob Horner,Right Handed,73,195,0.277,218,1
Tom Veryzer,Right Handed,73,175,0.241,14,1
Jose Cecena,Right Handed,71,180,0,0,1
George Smith,Right Handed,70,170,0.205,9,1
Jim Essian,Right Handed,74,195,0.244,33,1
Onix Concepcion,Right Handed,66,160,0.239,3,1
Boots Day,Left Handed,69,160,0.256,8,1
Brian Giles,Right Handed,73,165,0.228,10,1
Garry Maddox,Right Handed,75,175,0.285,117,1
Alex Trevino,Right Handed,70,165,0.249,23,1
Jim Price,Right Handed,72,192,0.214,18,1
Felix Millan,Right Handed,71,172,0.279,22,1
Steve Garvey,Right Handed,70,192,0.294,272,1
Don Mincher,Left Handed,75,205,0.249,200,1
Greg Erardi,Right Handed,73,190,0,0,1
Jim Farr,Right Handed,73,195,0,0,1
Tony Cloninger,Right Handed,72,210,0.192,11,1
Jim Gosger,Left Handed,71,185,0.226,30,1
Chuck Harrison,Right Handed,70,185,0.238,17,1
Mike Ivie,Right Handed,75,205,0.269,81,1
Frank Dimichele,Right Handed,75,205,0,0,1
Bob Veale,Switch Hitter,78,212,0.114,0,1
Marvell Wynne,Left Handed,71,175,0.247,40,1
Dusty Baker,Right Handed,74,183,0.278,242,1
Tucker Ashford,Right Handed,73,195,0.218,6,1
Ned Yost,Right Handed,73,190,0.212,16,1
Bob Stinson,Switch Hitter,71,180,0.25,33,1
Mike Warren,Right Handed,73,175,0,0,1
Gaylord Perry,Right Handed,76,205,0.131,6,1
Dave Marshall,Left Handed,73,182,0.246,16,1
Mickey Hatcher,Right Handed,74,200,0.28,38,1
Roger Repoz,Left Handed,75,190,0.224,82,1
Bill Fulton,Right Handed,75,195,0,0,1
John Orsino,Right Handed,75,215,0.249,40,1
Larry Anderson,Right Handed,75,190,0,0,1
Johnny Briggs,Left Handed,73,190,0.253,139,1
Craig Mitchell,Right Handed,75,180,0,0,1
Dave Hostetler,Right Handed,76,215,0.229,37,1
Bob Jones,Left Handed,74,195,0.221,20,1
Keith Hernandez,Left Handed,72,180,0.296,162,1
Alfredo Martinez,Right Handed,75,185,0,0,1
Dean Chance,Right Handed,75,200,0.066,0,1
Willie Upshaw,Left Handed,72,185,0.262,123,1
Dick Green,Right Handed,70,180,0.24,80,1
Dane Iorg,Left Handed,72,180,0.276,14,1
Richie Hebner,Left Handed,73,195,0.276,203,1
Fran Healy,Right Handed,77,220,0.25,20,1
Doc Edwards,Right Handed,74,215,0.238,15,1
Sandy Alomar,Switch Hitter,69,140,0.245,13,1
Joe Strain,Right Handed,70,169,0.25,1,1
Gene Richards,Left Handed,72,175,0.29,26,1
Buddy Bell,Right Handed,73,180,0.279,201,1
Al Woods,Left Handed,75,190,0.271,35,1
Rudy Law,Left Handed,73,165,0.271,18,1
Joel Davis,Left Handed,77,205,0,0,1
Jody Davis,Right Handed,76,192,0.245,127,1
Mike Edwards,Right Handed,70,154,0.25,2,1
Bill Mooneyham,Right Handed,72,175,0,0,1
John Hobbs,Right Handed,75,190,0,0,1
Deron Johnson,Right Handed,74,200,0.244,245,1
John Denny,Right Handed,75,185,0.17,0,1
Don Wert,Right Handed,70,162,0.242,77,1
Mike Fiore,Left Handed,72,175,0.227,13,1
Miguel Dilone,Switch Hitter,72,160,0.265,6,1
Greg Luzinski,Right Handed,73,220,0.276,307,1
Bobby Tolan,Left Handed,71,170,0.265,86,1
Karl Best,Right Handed,76,190,0,0,1
Steve Barr,Left Handed,76,200,0,0,1
Ron Woods,Right Handed,70,168,0.233,26,1
Tony Horton,Right Handed,75,210,0.268,76,1
Randy Hundley,Right Handed,71,170,0.236,82,1
Jose Tartabull,Left Handed,71,165,0.261,2,1
Ben Oglivie,Left Handed,74,160,0.273,235,1
Luis Sanchez,Right Handed,74,170,0,0,1
Bob Johnson,Right Handed,70,175,0.272,44,1
Don Buford,Switch Hitter,67,160,0.264,93,1
Duane Kuiper,Left Handed,72,175,0.271,1,1
Brant Alyea,Right Handed,75,215,0.247,38,1
Jerry Narron,Left Handed,75,205,0.211,21,1
Lou Johnson,Right Handed,71,170,0.258,48,1
Ken Retzer,Left Handed,72,185,0.264,14,1
Mike Brown,Right Handed,74,195,0.265,23,1
Mike Brown,Right Handed,74,195,0,0,1
Greg Walker,Left Handed,75,205,0.26,113,1
Terry Harper,Right Handed,76,195,0.253,36,1
Jerry Royster,Right Handed,72,165,0.249,40,1
Steve Davis,Left Handed,73,195,0,0,1
Jeff Rineer,Left Handed,76,205,0,0,1
Barry Bonnell,Right Handed,75,190,0.272,56,1
Tom Seaver,Right Handed,73,195,0.154,12,1
Jerry Martin,Right Handed,73,195,0.251,85,1
Bill Stein,Right Handed,70,170,0.267,44,1
Joel Youngblood,Right Handed,72,180,0.265,80,1
Reggie Jackson,Left Handed,72,195,0.262,563,1
Sonny Jackson,Left Handed,69,150,0.251,7,1
Mark Mercer,Left Handed,77,220,0,0,1
Rodney Scott,Switch Hitter,72,160,0.236,3,1
Rich Coggins,Left Handed,68,170,0.265,12,1
Phil Gagliano,Right Handed,73,180,0.238,14,1
Jerry McNertney,Right Handed,72,180,0.237,27,1
Mitchell Page,Left Handed,74,205,0.266,72,1
Kiko Garcia,Right Handed,71,180,0.239,12,1
Larry Milbourne,Switch Hitter,72,161,0.254,11,1
Bill Sudakis,Switch Hitter,73,190,0.234,59,1
John Caneira,Right Handed,75,180,0,0,1
Domingo Ramos,Right Handed,70,154,0.24,8,1
Ron Oester,Switch Hitter,74,185,0.265,42,1
Glenn Adams,Left Handed,73,180,0.28,34,1
Clint Zavaras,Right Handed,73,175,0,0,1
Joe Morgan,Left Handed,67,160,0.271,268,1
R.J. Reynolds,Switch Hitter,72,190,0.267,35,1
Mike Parrott,Right Handed,76,210,0,0,1
Lee Thomas,Left Handed,74,195,0.255,106,1
Ray Fosse,Right Handed,74,215,0.256,61,1
Paul Popovich,Switch Hitter,72,175,0.233,14,1
John Stephenson,Left Handed,71,180,0.216,12,1
Doug Clemens,Left Handed,72,180,0.229,12,1
Luis Aponte,Right Handed,72,185,0,0,1
Orlando Mercado,Right Handed,72,180,0.199,7,1
Charley Smith,Right Handed,73,170,0.239,69,1
Paul Boris,Right Handed,74,200,0,0,1
Buddy Biancalana,Switch Hitter,71,160,0.205,6,1
De Wayne Buice,Right Handed,72,170,0,0,1
Bob Uecker,Right Handed,73,190,0.2,14,1
Felix Torres,Right Handed,71,165,0.254,27,1
Steve Braun,Left Handed,70,180,0.271,52,1
Ray Knight,Right Handed,73,185,0.271,84,1
Ty Cline,Left Handed,72,170,0.238,6,1
Thad Bosley,Left Handed,75,175,0.272,20,1
Bobby Grich,Right Handed,74,180,0.266,224,1
Jimmie Hall,Left Handed,72,175,0.254,121,1
John Boccabella,Right Handed,73,195,0.219,26,1
Brock Davis,Left Handed,70,160,0.26,1,1
Mark Esser,Right Handed,73,190,0,0,1
Curt Blefary,Left Handed,74,195,0.237,112,1
Daryl Smith,Right Handed,76,185,0,0,1
Dave Smith,Right Handed,73,190,0,0,1
Mack Jones,Left Handed,73,180,0.252,133,1
Buddy Bradford,Right Handed,71,170,0.226,52,1
Hosken Powell,Left Handed,73,175,0.259,17,1
Dave Stapleton,Left Handed,73,185,0,0,1
Dave Stapleton,Right Handed,73,178,0.271,41,1
Gary Ward,Right Handed,74,195,0.276,130,1
Jim Lonborg,Right Handed,77,200,0.136,3,1
Joe Lis,Right Handed,72,175,0.233,32,1
Dan Meyer,Left Handed,71,180,0.253,86,1
Jim Holt,Left Handed,72,180,0.265,19,1
Tom Klawitter,Right Handed,74,190,0,0,1
Larry Herndon,Right Handed,75,190,0.274,107,1
Gary Christenson,Left Handed,77,200,0,0,1
Jim Wright,Right Handed,77,205,0,0,1
Jim Wright,Right Handed,73,165,0,0,1
Wallace Johnson,Switch Hitter,72,173,0.255,5,1
Mike Kinnunen,Left Handed,73,185,0,0,1
Eddie Leon,Right Handed,72,170,0.236,24,1
Dave Rajsich,Left Handed,77,175,0,0,1
Jim Wohlford,Right Handed,71,175,0.26,21,1
J.R. Richard,Right Handed,80,222,0.168,10,1
Bill Voss,Left Handed,74,160,0.227,19,1
Keith Moreland,Right Handed,72,190,0.279,121,1
Ramon Pena,Right Handed,70,155,0,0,1
Alex Johnson,Right Handed,72,205,0.288,78,1
Wayne Krenchicki,Left Handed,73,180,0.266,15,1
Chico Escarrega,Right Handed,71,185,0,0,1
Dave Rosello,Right Handed,71,160,0.236,10,1
Cardell Camper,Right Handed,75,208,0,0,1
Paul Schaal,Right Handed,71,165,0.244,57,1
Tito Landrum,Right Handed,71,175,0.249,13,1
Dave Edwards,Right Handed,72,170,0.237,14,1
Mario Guerrero,Right Handed,70,155,0.257,7,1
Tom Tresh,Switch Hitter,73,180,0.245,153,1
Mike Overy,Right Handed,74,190,0,0,1
Ron Roenicke,Switch Hitter,72,180,0.238,17,1
Doug Griffin,Right Handed,72,160,0.245,7,1
Steve Blass,Right Handed,72,165,0.172,1,1
Johnnie LeMaster,Right Handed,74,165,0.222,22,1
Craig Chamberlain,Right Handed,73,190,0,0,1
Nate Oliver,Right Handed,70,160,0.226,2,1
Ray Sadecki,Left Handed,71,180,0.191,5,1
Ken Rudolph,Right Handed,73,180,0.213,6,1
Wayne Nordhagen,Right Handed,74,205,0.282,39,1
Biff Pocoroba,Switch Hitter,70,175,0.257,21,1
Len Matuszek,Left Handed,74,190,0.234,30,1
Frank Eufemia,Right Handed,71,185,0,0,1
Joe Lefebvre,Left Handed,70,170,0.258,31,1
Jim Maloney,Left Handed,74,190,0.201,7,1
Andre Robertson,Right Handed,70,155,0.251,5,1
Jerry Zimmerman,Right Handed,74,185,0.204,3,1
Jack Lazorko,Right Handed,71,200,0,0,1
Mike Paxton,Right Handed,71,190,0,0,1
Chet Lemon,Right Handed,72,190,0.273,215,1
Rickey Keeton,Right Handed,74,190,0,0,1
Phil Mankowski,Left Handed,72,180,0.264,8,1
Cleon Jones,Right Handed,72,185,0.281,93,1
Joaquin Andujar,Switch Hitter,72,170,0.127,5,1
Mike Lum,Left Handed,72,180,0.247,90,1
Johnny Grubb,Left Handed,75,175,0.278,99,1
Curt Motton,Right Handed,68,164,0.213,25,1
Johnny Bench,Right Handed,73,197,0.267,389,1
Dale Berra,Right Handed,72,180,0.236,49,1
Terry Felton,Right Handed,73,180,0,0,1
Bob Meacham,Switch Hitter,73,175,0.236,8,1
Mark Clear,Right Handed,76,200,0,0,1
Carl Warwick,Right Handed,70,170,0.248,31,1
Sam Bowens,Right Handed,73,188,0.223,45,1
George Wright,Switch Hitter,71,180,0.245,42,1
Luis Aguayo,Right Handed,69,173,0.236,37,1
Hal Lanier,Right Handed,74,180,0.228,8,1
Mike Pazik,Left Handed,74,195,0,0,1
Len Randle,Switch Hitter,70,169,0.257,27,1
Greg Pryor,Right Handed,72,180,0.25,14,1
Jim Traber,Left Handed,72,194,0.227,27,1
Dave Nelson,Right Handed,70,160,0.244,20,1
Lynn Jones,Right Handed,69,175,0.252,7,1
Bryan Little,Switch Hitter,70,160,0.245,3,1
Ken Suarez,Right Handed,69,175,0.227,5,1
Rick Peters,Switch Hitter,69,170,0.277,2,1
Ron Stone,Left Handed,74,185,0.241,6,1
Rich Barnes,Right Handed,76,186,0,0,1
Tommie Agee,Right Handed,71,195,0.255,130,1
Bob Bailey,Right Handed,73,180,0.257,189,1
Cap Peterson,Right Handed,74,195,0.23,19,1
Ted Uhlaender,Left Handed,74,190,0.263,36,1
Ted Simmons,Switch Hitter,71,193,0.285,248,1
Bobby Murcer,Left Handed,71,160,0.277,252,1
Dick Tracewski,Right Handed,71,160,0.213,8,1
Dave Frost,Right Handed,78,235,0,0,1
Mark Souza,Left Handed,72,180,0,0,1
Bill Nahorodny,Right Handed,74,200,0.241,25,1
Bill Madlock,Right Handed,71,180,0.305,163,1
Bob Boone,Right Handed,74,195,0.254,105,1
Rick Jones,Left Handed,77,190,0,0,1
Steve Kemp,Left Handed,72,195,0.278,130,1
Rick Burleson,Right Handed,70,165,0.273,50,1
Jim Dorsey,Right Handed,79,190,0,0,1
Mark Ciardi,Right Handed,72,180,0,0,1
Dennis Burtt,Right Handed,72,180,0,0,1
Carl Taylor,Right Handed,74,200,0.266,10,1
Terry Harmon,Right Handed,74,180,0.233,4,1
Mike Hargrove,Left Handed,72,195,0.29,80,1
Rich Yett,Right Handed,74,187,0,0,1
Steve Hovley,Left Handed,70,188,0.258,8,1
Don Leppert,Right Handed,74,220,0.229,15,1
Matt Williams,Right Handed,73,200,0,0,1
Jim Burton,Right Handed,75,195,0,0,1
Rick Anderson,Right Handed,74,210,0,0,1
Charlie Mitchell,Right Handed,75,170,0,0,1
Bill Paschall,Right Handed,72,175,0,0,1
John Bohnet,Switch Hitter,72,175,0,0,1
Byron McLaughlin,Right Handed,73,175,0,0,1
Lee May,Right Handed,75,195,0.267,354,1
Luis Quintana,Left Handed,74,175,0,0,1
Sam McDowell,Left Handed,77,190,0.154,2,1
Rick Renick,Right Handed,72,188,0.221,20,1
Jeff Torborg,Right Handed,72,195,0.214,8,1
Dave Campbell,Right Handed,73,180,0.213,20,1
Pat Kelly,Left Handed,73,185,0.264,76,1
Al Weis,Switch Hitter,72,160,0.219,7,1
Jerry Turner,Left Handed,69,180,0.257,45,1
Rick Auerbach,Right Handed,72,165,0.22,9,1
Keith Macwhorter,Right Handed,76,190,0,0,1
Don Wilson,Right Handed,74,195,0.146,1,1
Jaime Cocanower,Right Handed,76,200,0,0,1
Jeff Sellers,Right Handed,73,175,0,0,1
Sandy Valdespino,Left Handed,68,170,0.23,7,1
Steve Senteney,Right Handed,74,205,0,0,1
Howard Bailey,Right Handed,72,195,0,0,1
Jeff Bettendorf,Right Handed,75,180,0,0,1
Ken Phelps,Left Handed,73,209,0.239,123,1
Cesar Cedeno,Right Handed,74,175,0.285,199,1
Bob Davidson,Right Handed,72,185,0,0,1
Phil Linz,Right Handed,73,180,0.235,11,1
Manny Mota,Right Handed,70,160,0.304,31,1
Brian Snyder,Left Handed,75,185,0,0,1
Steve Renko,Right Handed,77,230,0.215,6,1
Rick Sofield,Left Handed,73,195,0.243,9,1
Carlos Velazquez,Right Handed,71,180,0,0,1
Roger Miller,Right Handed,75,200,0,0,1
Doug DeCinces,Right Handed,74,190,0.259,237,1
John Castino,Right Handed,71,175,0.278,41,1
Dave May,Left Handed,70,186,0.251,96,1
Ron Washington,Right Handed,71,155,0.261,20,1
Billy Grabarkewitz,Right Handed,70,165,0.236,28,1
Willie Aikens,Left Handed,75,220,0.271,110,1
Earl Williams,Right Handed,75,215,0.247,138,1
Willie Mueller,Right Handed,76,220,0,0,1
John Flinn,Right Handed,72,175,0,0,1
Don Hahn,Right Handed,73,180,0.236,7,1
Todd Cruz,Right Handed,72,175,0.22,34,1
Tom Egan,Right Handed,76,218,0.2,22,1
Bob Heise,Right Handed,72,175,0.247,1,1
Tommy Harper,Right Handed,69,165,0.257,146,1
Joe Wallis,Switch Hitter,71,180,0.244,16,1
Max Alvis,Right Handed,71,185,0.247,111,1
Rico Carty,Right Handed,75,200,0.299,204,1
Mike Cubbage,Left Handed,72,180,0.258,34,1
Les Straker,Right Handed,73,193,0,0,1
Merritt Ranew,Left Handed,71,170,0.247,8,1
Lyman Bostock,Left Handed,73,180,0.311,23,1
Damaso Garcia,Right Handed,73,165,0.283,36,1
Don Kainer,Right Handed,75,205,0,0,1
Don Gordon,Right Handed,73,175,0,0,1
Roy Howell,Left Handed,73,190,0.261,80,1
Boog Powell,Left Handed,76,230,0.266,339,1
Sandy Wihtol,Right Handed,73,195,0,0,1
Sonny Siebert,Right Handed,75,190,0.173,12,1
Jeff Richardson,Right Handed,75,185,0,0,1
Bobby Darwin,Right Handed,74,190,0.251,83,1
Dennis DeBarr,Left Handed,74,190,0,0,1
Dan Driessen,Left Handed,71,187,0.267,153,1
Bruce Miller,Right Handed,73,185,0.246,1,1
Bob Bailor,Right Handed,71,170,0.264,9,1
Tommy Helms,Right Handed,70,165,0.269,34,1
Tony Armas,Right Handed,71,182,0.252,251,1
Willie Horton,Right Handed,71,209,0.273,325,1
Lou Piniella,Right Handed,72,182,0.291,102,1
Butch Hobson,Right Handed,73,193,0.248,98,1
John Wathan,Right Handed,74,205,0.262,21,1
Hal King,Left Handed,73,200,0.214,24,1
Mike Krukow,Right Handed,77,205,0.193,5,1
Andres Mora,Right Handed,72,180,0.223,27,1
Barry Foote,Right Handed,75,205,0.23,57,1
Ed Ott,Left Handed,70,190,0.259,33,1
Alan Wiggins,Switch Hitter,74,160,0.259,5,1
Ron Clark,Right Handed,70,175,0.189,5,1
Jay Pettibone,Right Handed,76,182,0,0,1
Glen Cook,Right Handed,71,180,0,0,1
Julio Gotay,Right Handed,72,180,0.26,6,1
Gary Alexander,Right Handed,74,195,0.23,55,1
Andre Thornton,Right Handed,75,200,0.254,253,1
Bob Oliver,Right Handed,75,205,0.256,94,1
Bill Castro,Right Handed,71,170,0,0,1
Ed Hodge,Left Handed,74,192,0,0,1
Tom Buskey,Right Handed,75,200,0,0,1
Bruce Taylor,Right Handed,72,178,0,0,1
Stan Thomas,Right Handed,74,185,0,0,1
Bob Robertson,Right Handed,73,195,0.242,115,1
Larry Monroe,Right Handed,76,200,0,0,1
Roger Slagle,Right Handed,75,190,0,0,1
Ollie Brown,Right Handed,74,178,0.265,102,1
Jim Campbell,Left Handed,71,175,0,0,1
Frank Quilici,Right Handed,73,170,0.214,5,1
Curt Kaufman,Right Handed,74,175,0,0,1
Joe Pepitone,Left Handed,74,185,0.258,219,1
Steve Barber,Left Handed,72,195,0.115,5,1
De Wayne Vaughn,Right Handed,71,180,0,0,1
Norm Miller,Left Handed,70,185,0.238,24,1
Bob Galasso,Left Handed,73,205,0,0,1
Rich Wortham,Right Handed,72,185,0,0,1
Bob Chance,Left Handed,74,196,0.261,24,1
Julio Cruz,Switch Hitter,69,165,0.237,23,1
Bill Sample,Right Handed,69,175,0.272,46,1
Juan Nieves,Left Handed,75,175,0,0,1
Mike Bacsik,Right Handed,74,180,0,0,1
Craig Kusick,Right Handed,75,210,0.235,46,1
Rudy Meoli,Left Handed,69,165,0.212,2,1
Ruppert Jones,Left Handed,70,170,0.25,147,1
Glenn Hoffman,Right Handed,73,175,0.242,23,1
Russ Gibson,Right Handed,73,195,0.228,8,1
Phil Huffman,Right Handed,74,180,0,0,1
Terry Francona,Left Handed,73,190,0.274,16,1
John Bateman,Right Handed,75,210,0.23,81,1
Luis Pujols,Right Handed,74,175,0.193,6,1
Joe Gaines,Right Handed,73,190,0.241,21,1
Doug Rader,Right Handed,74,208,0.251,155,1
Mickey Stanley,Right Handed,73,185,0.248,117,1
Steve Brown,Right Handed,77,200,0,0,1
Rick Lysander,Right Handed,74,190,0,0,1
Phil Bradley,Right Handed,72,185,0.286,78,1
Winston Llenas,Right Handed,70,165,0.23,3,1
Charlie Moore,Right Handed,71,180,0.261,36,1
Ralph Garr,Left Handed,71,185,0.306,75,1
Tommy John,Right Handed,75,180,0.157,5,1
Bruce Benedict,Right Handed,73,175,0.242,18,1
John Ellis,Right Handed,74,225,0.262,69,1
Wes Parker,Switch Hitter,73,180,0.267,64,1
Mel Stottlemyre,Right Handed,72,190,0,0,1
David Green,Right Handed,75,170,0.268,31,1
Reid Nichols,Right Handed,71,165,0.266,22,1
Rick Reichardt,Right Handed,75,210,0.261,116,1
Luis Tiant,Right Handed,72,180,0.164,5,1
Alex Sanchez,Right Handed,74,185,0,0,1
Broderick Perkins,Left Handed,70,180,0.271,8,1
Leon Roberts,Right Handed,75,200,0.267,78,1
Ray Burris,Right Handed,77,200,0.151,1,1
Len Gabrielson,Left Handed,76,210,0.253,37,1
Johnny Edwards,Left Handed,76,220,0.242,81,1
Paul Wilmet,Right Handed,71,170,0,0,1
Tom Grieve,Right Handed,74,190,0.249,65,1
Bruce Ellingsen,Left Handed,72,180,0,0,1
Bob Forsch,Right Handed,76,200,0.213,12,1
Gorman Heimueller,Left Handed,76,195,0,0,1
Danny Cater,Right Handed,72,170,0.276,66,1
Bill Schroeder,Right Handed,74,200,0.24,61,1
Clay Dalrymple,Left Handed,72,190,0.233,55,1
Carlos May,Left Handed,71,200,0.274,90,1
Reggie Smith,Switch Hitter,72,180,0.287,314,1
Ron Reed,Right Handed,78,215,0.158,0,1
Fred Howard,Right Handed,75,190,0,0,1
Davey Johnson,Right Handed,73,170,0.261,136,1
Ellis Valentine,Right Handed,76,205,0.278,123,1
Roy White,Switch Hitter,70,160,0.271,160,1
Mike Brumley,Left Handed,70,195,0.229,5,1
Al Luplow,Left Handed,70,175,0.235,33,1
John Hoover,Right Handed,74,190,0,0,1
Dick Allen,Right Handed,71,187,0.292,351,1
Doug Ault,Right Handed,75,200,0.236,17,1
Mark Wagner,Right Handed,72,165,0.243,3,1
Mike Walters,Right Handed,77,203,0,0,1
Willie Stargell,Left Handed,74,188,0.282,475,1
Steve Carlton,Left Handed,76,210,0.201,13,1
Jake Wood,Right Handed,73,163,0.25,35,1
Del Unser,Left Handed,73,180,0.258,87,1
Bob Brower,Right Handed,71,185,0.242,17,1
Ray Culp,Right Handed,72,200,0.123,1,1
Ivan Murrell,Right Handed,74,195,0.236,33,1
Lee Mazzilli,Switch Hitter,73,180,0.259,93,1
Garth Iorg,Right Handed,71,170,0.258,20,1
Alan Ashby,Switch Hitter,74,185,0.245,90,1
Bob Brenly,Right Handed,74,210,0.247,91,1
Ron Blomberg,Left Handed,73,195,0.293,52,1
Jim Rooker,Right Handed,72,195,0.201,7,1
Tim Blackwell,Switch Hitter,71,170,0.228,6,1
Colby Ward,Right Handed,74,185,0,0,1
Jerry Morales,Right Handed,70,155,0.259,95,1
Davey Lopes,Right Handed,69,170,0.263,155,1
Catfish Hunter,Right Handed,72,190,0.226,6,1
Mario Soto,Right Handed,72,174,0.132,1,1
Jimmy Wynn,Right Handed,70,160,0.25,291,1
Hank Allen,Right Handed,72,190,0.241,6,1
Jim Fregosi,Right Handed,73,190,0.265,151,1
Pepe Frias,Right Handed,70,159,0.24,1,1
Mike Schmidt,Right Handed,74,195,0.267,548,1
Willie Montanez,Left Handed,72,170,0.275,139,1
Rey Quinones,Right Handed,71,160,0.243,29,1
Mike Squires,Left Handed,71,185,0.26,6,1
Champ Summers,Left Handed,74,205,0.255,54,1
Chuck Porter,Right Handed,75,187,0,0,1
Bert Campaneris,Right Handed,70,160,0.259,79,1
Bobby Valentine,Right Handed,70,189,0.26,12,1
Rob Andrews,Right Handed,72,185,0.251,3,1
Tom Haller,Left Handed,76,195,0.257,134,1
Tom Dozier,Right Handed,74,190,0,0,1
Ed Stroud,Left Handed,71,180,0.237,14,1
Ron Swoboda,Right Handed,74,195,0.242,73,1
Harry Spilman,Left Handed,73,180,0.237,18,1
Bob Barton,Right Handed,72,175,0.226,9,1
Daryl Sconiers,Left Handed,74,185,0.265,15,1
Joe Torre,Right Handed,74,212,0.297,252,1
Al Ferrara,Right Handed,73,200,0.259,51,1
Rick Steirer,Right Handed,76,200,0,0,1
Sixto Lezcano,Right Handed,70,165,0.271,148,1
Al Lachowicz,Right Handed,75,198,0,0,1
Dave Nicholson,Right Handed,74,215,0.212,61,1
Freddie Patek,Right Handed,65,148,0.242,41,1
Ken Hubbs,Right Handed,74,175,0.247,14,1
Pepe Mangual,Right Handed,70,157,0.242,16,1
Leron Lee,Left Handed,72,196,0.25,31,1
Tom McCarthy,Right Handed,72,180,0,0,1
Steve Ontiveros,Switch Hitter,72,185,0.274,24,1
Willie Davis,Left Handed,74,180,0.279,182,1
Tom Lawless,Right Handed,71,170,0.207,2,1
Jerry Moses,Right Handed,75,210,0.251,25,1
Bobby Bonds,Right Handed,73,190,0.268,332,1
Dave McNally,Right Handed,71,185,0.133,9,1
Darrell Brown,Switch Hitter,72,184,0.274,1,1
Roy Foster,Right Handed,72,185,0.253,45,1
Denis Menke,Right Handed,72,185,0.25,101,1
Hal Breeden,Right Handed,74,200,0.243,21,1
Manny Trillo,Right Handed,73,150,0.263,61,1
Jackie Gutierrez,Right Handed,71,175,0.237,4,1
Jerry Kenney,Left Handed,73,170,0.237,7,1
Fred Kendall,Right Handed,73,185,0.234,31,1
Mike Anderson,Right Handed,74,200,0.246,28,1
Jim Lewis,Right Handed,75,190,0,0,1
Joe Charboneau,Right Handed,74,205,0.266,29,1
Jimmie Schaffer,Right Handed,69,170,0.223,11,1
Junior Kennedy,Right Handed,71,175,0.248,4,1
Wilbur Howard,Switch Hitter,74,170,0.25,6,1
Rod Gilbreath,Right Handed,74,180,0.248,14,1
Mark Brouhard,Right Handed,73,210,0.259,25,1
Dan Morogiello,Left Handed,73,200,0,0,1
Mike Young,Switch Hitter,74,195,0.247,72,1
Chris Speier,Right Handed,73,175,0.246,112,1
Gene Michael,Switch Hitter,74,183,0.229,15,1
Vic Harris,Switch Hitter,71,165,0.217,13,1
Mike Fischlin,Right Handed,73,165,0.22,3,1
Don Money,Right Handed,73,170,0.261,176,1
Joe Rudi,Right Handed,74,200,0.264,179,1
Jim Rice,Right Handed,74,200,0.298,382,1
Shawn Holman,Right Handed,74,185,0,0,1
Alan Wirth,Right Handed,76,190,0,0,1
Gil Garrido,Right Handed,69,150,0.237,1,1
Marty Perez,Right Handed,71,160,0.246,22,1
Tom Matchick,Left Handed,73,173,0.215,4,1
Jack Perconte,Left Handed,70,160,0.27,2,1
Ed Kirkpatrick,Left Handed,71,195,0.238,85,1
Jerry Grote,Right Handed,70,185,0.252,39,1
Ellie Hendricks,Left Handed,73,175,0.22,62,1
Jim Beauchamp,Right Handed,74,190,0.231,14,1
Terry Wilshusen,Right Handed,74,210,0,0,1
Tito Fuentes,Switch Hitter,71,175,0.268,45,1
Ron Brand,Right Handed,67,167,0.239,3,1
Leo Cardenas,Right Handed,71,150,0.257,118,1
Art Shamsky,Left Handed,73,168,0.253,68,1
Steve Ellsworth,Right Handed,80,220,0,0,1
Ron Cey,Right Handed,70,185,0.261,316,1
Skip Jutze,Right Handed,71,190,0.215,3,1
Butch Wynegar,Switch Hitter,73,190,0.255,65,1
Ron LeFlore,Right Handed,72,200,0.288,59,1
Bill Russell,Right Handed,72,175,0.263,46,1
Gene Tenace,Right Handed,72,190,0.241,201,1
Bubba Morton,Right Handed,70,175,0.267,14,1
Ellie Rodriguez,Right Handed,71,185,0.245,16,1
Darrel Chaney,Switch Hitter,74,188,0.217,14,1
Dick Nen,Left Handed,74,200,0.224,21,1
Bryan Kelly,Right Handed,74,195,0,0,1
Bill Freehan,Right Handed,75,203,0.262,200,1
